userId,movieId,title,score
12,25,Leaving Las Vegas (1995),1.0
12,28,Persuasion (1995),1.0
13,7282,"Hip Hop Witch, Da (2000)",1.0
13,7266,"Lost Skeleton of Cadavra, The (2002)",1.0
13,7262,Catch That Kid (2004),1.0
13,51935,Shooter (2007),1.0
13,51927,Dead Silence (2007),1.0
13,51709,"Host, The (Gwoemul) (2006)",1.0
13,51666,"Abandoned, The (2006)",1.0
13,51545,Pusher III: I'm the Angel of Death (2005),1.0
13,51498,2001 Maniacs (2005),1.0
13,78,"Crossing Guard, The (1995)",1.0
14,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
14,22,Copycat (1995),1.0
14,105653,Escape Plan (2013),1.0
14,102903,Now You See Me (2013),1.0
14,107314,Oldboy (2013),1.0
14,164,Devil in a Blue Dress (1995),1.0
14,163,Desperado (1995),1.0
14,160,Congo (1995),1.0
14,159,Clockers (1995),1.0
14,123,Chungking Express (Chung Hing sam lam) (1994),1.0
15,7293,50 First Dates (2004),1.0
15,3,Grumpier Old Men (1995),1.0
15,7264,An Amazing Couple (2002),1.0
15,7260,Latter Days (2003),1.0
15,21,Get Shorty (1995),1.0
15,22,Copycat (1995),1.0
15,7579,Pride and Prejudice (1940),1.0
15,7707,"He Said, She Said (1991)",1.0
15,7705,Pat and Mike (1952),1.0
15,7701,Look Who's Talking Too (1990),1.0
16,1,Toy Story (1995),1.0
16,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),1.0
16,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),1.0
16,2,Jumanji (1995),1.0
16,24,Powder (1995),1.0
16,25,Leaving Las Vegas (1995),1.0
16,26,Othello (1995),1.0
16,27,Now and Then (1995),1.0
16,28,Persuasion (1995),1.0
16,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
17,7294,Welcome to Mooseport (2004),1.0
17,2,Jumanji (1995),1.0
17,15,Cutthroat Island (1995),1.0
17,13,Balto (1995),1.0
17,12,Dracula: Dead and Loving It (1995),1.0
17,10,GoldenEye (1995),1.0
17,9,Sudden Death (1995),1.0
17,8,Tom and Huck (1995),1.0
17,7,Sabrina (1995),1.0
17,6,Heat (1995),1.0
18,20,Money Train (1995),1.0
18,111146,Alpha and Omega 3: The Great Wolf Games (2014),1.0
18,6554,Garage Days (2002),1.0
18,829,Joe's Apartment (1996),1.0
18,4610,"January Man, The (1989)",1.0
18,131130,Tom and Jerry: A Nutcracker Tale (2007),1.0
18,3615,Dinosaur (2000),1.0
18,4898,Novocaine (2001),1.0
18,3937,Runaway (1984),1.0
18,3930,"Creature from the Black Lagoon, The (1954)",1.0
19,79895,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",1.0
19,134170,Kung Fury (2015),1.0
19,52885,Paprika (Papurika) (2006),1.0
19,7073,"Shot in the Dark, A (1964)",1.0
19,95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",1.0
19,26631,Alice (Neco z Alenky) (1988),1.0
19,90746,"Adventures of Tintin, The (2011)",1.0
19,7834,After the Thin Man (1936),1.0
19,83349,"Green Hornet, The (2011)",1.0
19,118894,Scooby-Doo! Abracadabra-Doo (2010),1.0
20,1,Toy Story (1995),1.0
20,42,Dead Presidents (1995),1.0
20,7235,Ichi the Killer (Koroshiya 1) (2001),1.0
20,7247,Chitty Chitty Bang Bang (1968),1.0
20,78,"Crossing Guard, The (1995)",1.0
20,86,White Squall (1996),1.0
20,145,Bad Boys (1995),1.0
20,168,First Knight (1995),1.0
20,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1.0
20,242,Farinelli: il castrato (1994),1.0
21,7292,Best Defense (1984),1.0
21,7262,Catch That Kid (2004),1.0
21,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
21,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1.0
21,41,Richard III (1995),1.0
21,87529,Your Highness (2011),1.0
21,87306,Super 8 (2011),1.0
21,112,Rumble in the Bronx (Hont faan kui) (1995),1.0
21,103,Unforgettable (1996),1.0
21,101,Bottle Rocket (1996),1.0
22,42723,Hostel (2005),1.0
22,42559,Samurai Assassin (Samurai) (1965),1.0
22,42285,"Dentist, The (1996)",1.0
22,42015,Casanova (2005),1.0
22,86,White Squall (1996),1.0
22,7208,Dr. Jekyll and Mr. Hyde (1941),1.0
22,7202,Beyond Re-Animator (2003),1.0
22,7193,"Adventures of Ford Fairlane, The (1990)",1.0
22,7192,Only the Strong (1993),1.0
22,71,Fair Game (1995),1.0
23,96726,Lola Versus (2012),1.0
23,96655,Robot & Frank (2012),1.0
23,96608,Runaway Brain (1995) ,1.0
23,96530,Conception (2011),1.0
23,96471,Prime Suspect 3 (1993),1.0
23,95839,"Christmas Carol, A (1999)",1.0
23,98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",1.0
23,98175,Vamps (2012),1.0
23,97988,"Bay, The (2012)",1.0
23,95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",1.0
24,1,Toy Story (1995),1.0
24,13,Balto (1995),1.0
24,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.0
24,36,Dead Man Walking (1995),1.0
24,42,Dead Presidents (1995),1.0
24,47,Seven (a.k.a. Se7en) (1995),1.0
24,48,Pocahontas (1995),1.0
24,7223,D.O.A. (1950),1.0
24,7228,Cool World (1992),1.0
24,7235,Ichi the Killer (Koroshiya 1) (2001),1.0
26,7245,Tormented (1960),1.0
26,7282,"Hip Hop Witch, Da (2000)",1.0
26,7257,"Big Bounce, The (2004)",1.0
26,127319,The Loft (2014),1.0
26,56620,"Deaths of Ian Stone, The (2007)",1.0
26,57526,Untraceable (2008),1.0
26,57637,"Signal, The (2007)",1.0
26,160440,The Maid's Room (2014),1.0
26,240,Hideaway (1995),1.0
26,257,Just Cause (1995),1.0
27,6,Heat (1995),1.0
27,23,Assassins (1995),1.0
27,24,Powder (1995),1.0
27,25,Leaving Las Vegas (1995),1.0
27,27,Now and Then (1995),1.0
27,28,Persuasion (1995),1.0
27,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",1.0
27,7254,The Butterfly Effect (2004),1.0
27,7256,Touching the Void (2003),1.0
27,7257,"Big Bounce, The (2004)",1.0
28,6289,Ghosts of the Abyss (2003),1.0
28,2670,Run Silent Run Deep (1958),1.0
28,103772,"Wolverine, The (2013)",1.0
28,2669,Pork Chop Hill (1959),1.0
28,3054,Pokémon: The First Movie (1998),1.0
28,104129,Man of Tai Chi (2013),1.0
28,97172,Frankenweenie (2012),1.0
28,103042,Man of Steel (2013),1.0
28,97701,Paranormal Activity 4 (2012),1.0
28,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",1.0
29,7616,Body Double (1984),1.0
29,7636,Raising Cain (1992),1.0
29,7459,Carandiru (2003),1.0
29,7477,Eye See You (D-Tox) (2002),1.0
29,7481,Enemy Mine (1985),1.0
29,7482,Enter the Dragon (1973),1.0
29,7236,"Boy and His Dog, A (1975)",1.0
29,7238,Ashes and Diamonds (Popiól i diament) (1958),1.0
29,7175,Torque (2004),1.0
29,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
30,1,Toy Story (1995),1.0
30,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),1.0
30,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),1.0
30,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),1.0
30,7294,Welcome to Mooseport (2004),1.0
30,7293,50 First Dates (2004),1.0
30,7292,Best Defense (1984),1.0
30,7285,Thirteen (2003),1.0
30,7282,"Hip Hop Witch, Da (2000)",1.0
30,7266,"Lost Skeleton of Cadavra, The (2002)",1.0
31,7282,"Hip Hop Witch, Da (2000)",1.0
31,51086,"Number 23, The (2007)",1.0
31,51080,Breach (2007),1.0
31,51927,Dead Silence (2007),1.0
31,52722,Spider-Man 3 (2007),1.0
31,52712,"Invisible, The (2007)",1.0
31,51666,"Abandoned, The (2006)",1.0
31,51562,Babylon 5: The Gathering (1993),1.0
31,52458,Disturbia (2007),1.0
31,52435,How the Grinch Stole Christmas! (1966),1.0
32,7258,"Perfect Score, The (2004)",1.0
32,7257,"Big Bounce, The (2004)",1.0
32,16,Casino (1995),1.0
32,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.0
32,116207,Zulu (2013),1.0
32,115680,Time Lapse (2014),1.0
32,115569,Nightcrawler (2014),1.0
32,114925,"Captive, The (2014)",1.0
32,114627,Angel's Egg (Tenshi no tamago) (1985),1.0
32,114554,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",1.0
33,13,Balto (1995),1.0
33,172875,A Detective Story (2003),1.0
33,172825,Adventures of Mowgli: The Kidnapping (1968),1.0
33,66915,Rock-A-Doodle (1991),1.0
33,172637,Priklyucheniya Kapitana Vrungelya (1979),1.0
33,172589,Winter in Prostokvashino (1984),1.0
33,172587,Vacations in Prostokvashino (1980),1.0
33,71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",1.0
33,145935,"Peanuts Movie, The (2015)",1.0
33,66335,Afro Samurai: Resurrection (2009),1.0
34,63768,Tattooed Life (Irezumi ichidai) (1965),1.0
34,63276,Crows Zero (Kurôzu zero) (2007),1.0
34,63222,JCVD (2008),1.0
34,64983,Valkyrie (2008),1.0
34,64695,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),1.0
34,64614,Gran Torino (2008),1.0
34,63113,Quantum of Solace (2008),1.0
34,63082,Slumdog Millionaire (2008),1.0
34,63072,"Road, The (2009)",1.0
34,63062,Changeling (2008),1.0
35,5,Father of the Bride Part II (1995),1.0
35,23,Assassins (1995),1.0
35,24,Powder (1995),1.0
35,26,Othello (1995),1.0
35,27,Now and Then (1995),1.0
35,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
35,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.0
35,31,Dangerous Minds (1995),1.0
35,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1.0
35,34,Babe (1995),1.0
36,6584,"What's Up, Tiger Lily? (1966)",1.0
36,7282,"Hip Hop Witch, Da (2000)",1.0
36,731,Heaven's Prisoners (1996),1.0
36,40723,Wolf Creek (2005),1.0
36,5899,Zulu (1964),1.0
36,438,"Cowboy Way, The (1994)",1.0
36,434,Cliffhanger (1993),1.0
36,40617,Creep (2004),1.0
36,5021,Murder by Death (1976),1.0
36,7348,Spartan (2004),1.0
37,3,Grumpier Old Men (1995),1.0
37,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),1.0
37,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),1.0
37,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),1.0
37,7294,Welcome to Mooseport (2004),1.0
37,19,Ace Ventura: When Nature Calls (1995),1.0
37,20,Money Train (1995),1.0
37,21,Get Shorty (1995),1.0
37,22,Copycat (1995),1.0
37,24,Powder (1995),1.0
38,47,Seven (a.k.a. Se7en) (1995),1.0
38,41,Richard III (1995),1.0
38,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",1.0
38,7238,Ashes and Diamonds (Popiól i diament) (1958),1.0
38,55290,Gone Baby Gone (2007),1.0
38,55278,Sleuth (2007),1.0
38,57528,Rambo (Rambo 4) (2008),1.0
38,57499,Heaven and Earth (Ten to Chi to) (1990),1.0
38,55094,In the Valley of Elah (2007),1.0
38,54962,"Nines, The (2007)",1.0
39,3,Grumpier Old Men (1995),1.0
39,4,Waiting to Exhale (1995),1.0
39,6,Heat (1995),1.0
39,23,Assassins (1995),1.0
39,25,Leaving Las Vegas (1995),1.0
39,28,Persuasion (1995),1.0
39,39,Clueless (1995),1.0
39,7235,Ichi the Killer (Koroshiya 1) (2001),1.0
39,7245,Tormented (1960),1.0
39,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",1.0
40,4,Waiting to Exhale (1995),1.0
40,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),1.0
40,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),1.0
40,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.0
40,36,Dead Man Walking (1995),1.0
40,40,"Cry, the Beloved Country (1995)",1.0
40,41,Richard III (1995),1.0
40,42,Dead Presidents (1995),1.0
40,43,Restoration (1995),1.0
40,45,To Die For (1995),1.0
41,7228,Cool World (1992),1.0
41,2403,First Blood (Rambo: First Blood) (1982),1.0
41,2429,Mighty Joe Young (1998),1.0
41,151769,Three from Prostokvashino (1978),1.0
41,2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",1.0
41,2344,Runaway Train (1985),1.0
41,156553,Zoom (2015),1.0
41,2354,"Rugrats Movie, The (1998)",1.0
41,157130,Despite the Falling Snow (2016),1.0
41,50999,"Ugly Duckling and Me!, The (2006)",1.0
42,174141,Belladonna of Sadness (1973),1.0
42,91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",1.0
42,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
42,7247,Chitty Chitty Bang Bang (1968),1.0
42,2097,Something Wicked This Way Comes (1983),1.0
42,2099,Song of the South (1946),1.0
42,2102,Steamboat Willie (1928),1.0
42,2087,Peter Pan (1953),1.0
42,2088,Popeye (1980),1.0
42,91266,Another Cinderella Story (2008),1.0
43,7262,Catch That Kid (2004),1.0
43,2,Jumanji (1995),1.0
43,7256,Touching the Void (2003),1.0
43,13,Balto (1995),1.0
43,7266,"Lost Skeleton of Cadavra, The (2002)",1.0
43,1798,Hush (1998),1.0
43,1791,Twilight (1998),1.0
43,1785,King of New York (1990),1.0
43,1783,Palmetto (1998),1.0
43,1779,Sphere (1998),1.0
44,7285,Thirteen (2003),1.0
44,4,Waiting to Exhale (1995),1.0
44,14,Nixon (1995),1.0
44,44761,Brick (2005),1.0
44,44759,Basic Instinct 2 (2006),1.0
44,44719,Brainstorm (2001),1.0
44,44709,Akeelah and the Bee (2006),1.0
44,44694,Volver (2006),1.0
44,44665,Lucky Number Slevin (2006),1.0
44,44657,Mouchette (1967),1.0
45,2,Jumanji (1995),1.0
45,60,"Indian in the Cupboard, The (1995)",1.0
45,7228,Cool World (1992),1.0
45,7235,Ichi the Killer (Koroshiya 1) (2001),1.0
45,7245,Tormented (1960),1.0
45,7247,Chitty Chitty Bang Bang (1968),1.0
45,92,Mary Reilly (1996),1.0
45,103,Unforgettable (1996),1.0
45,126,"NeverEnding Story III, The (1994)",1.0
45,145,Bad Boys (1995),1.0
46,7282,"Hip Hop Witch, Da (2000)",1.0
46,2,Jumanji (1995),1.0
46,22,Copycat (1995),1.0
46,7266,"Lost Skeleton of Cadavra, The (2002)",1.0
46,53447,Paranoid Park (2007),1.0
46,53435,Hostel: Part II (2007),1.0
46,53326,Them (Ils) (2006),1.0
46,53280,"Breed, The (2006)",1.0
46,53140,"Librarian: Quest for the Spear, The (2004)",1.0
46,53127,Bug (2007),1.0
47,168026,Marvel One-Shot: Agent Carter (2013),1.0
47,168252,Logan (2017),1.0
47,168358,Saturn 3 (1980),1.0
47,82095,Skyline (2010),1.0
47,8136,Indestructible Man (1956),1.0
47,8137,"Wasp Woman, The (1959)",1.0
47,8138,Attack of the Giant Leeches (1959),1.0
47,163985,ARQ (2016),1.0
47,5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),1.0
47,1037,"Lawnmower Man, The (1992)",1.0
48,28,Persuasion (1995),1.0
48,7266,"Lost Skeleton of Cadavra, The (2002)",1.0
48,1,Toy Story (1995),1.0
48,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
48,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1.0
48,7212,I Was a Male War Bride (1949),1.0
48,2,Jumanji (1995),1.0
48,7254,The Butterfly Effect (2004),1.0
48,7255,Win a Date with Tad Hamilton! (2004),1.0
48,7260,Latter Days (2003),1.0
50,1409,Michael (1996),1.0
50,587,Ghost (1990),1.0
50,94015,Mirror Mirror (2012),1.0
50,2044,"Devil and Max Devlin, The (1981)",1.0
50,2100,Splash (1984),1.0
50,135534,Krampus (2015),1.0
50,131610,Willy/Milly (1986),1.0
50,8919,P.S. (2004),1.0
50,35347,Animal Farm (1954),1.0
50,139130,Afro Samurai (2007),1.0
51,22,Copycat (1995),1.0
51,2828,Dudley Do-Right (1999),1.0
51,2798,Problem Child (1990),1.0
51,2804,"Christmas Story, A (1983)",1.0
51,2815,Iron Eagle (1986),1.0
51,2816,Iron Eagle II (1988),1.0
51,139655,Goodnight Mommy (Ich seh ich seh) (2014),1.0
51,56176,Alvin and the Chipmunks (2007),1.0
51,56715,Wristcutters: A Love Story (2006),1.0
51,4392,Alice (1990),1.0
52,1,Toy Story (1995),1.0
52,2,Jumanji (1995),1.0
52,6,Heat (1995),1.0
52,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
52,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.0
52,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1.0
52,36,Dead Man Walking (1995),1.0
52,42,Dead Presidents (1995),1.0
52,7223,D.O.A. (1950),1.0
52,7225,Pumping Iron (1977),1.0
54,16,Casino (1995),0.9524
54,22,Copycat (1995),0.9524
54,162606,The Accountant (2016),0.9524
54,161582,Hell or High Water (2016),0.9524
54,161127,The Infiltrator (2016),0.9524
54,158238,The Nice Guys (2016),0.9524
54,156706,The Trust (2016),0.9524
54,148671,Saw (2003),0.9524
54,147330,Sherlock Holmes and Dr. Watson: Acquaintance (1979),0.9524
54,147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),0.9524
55,4085,Beverly Hills Cop (1984),1.0
55,42,Dead Presidents (1995),1.0
55,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1.0
55,7216,High Sierra (1941),1.0
55,4034,Traffic (2000),1.0
55,22,Copycat (1995),1.0
55,20,Money Train (1995),1.0
55,36,Dead Man Walking (1995),1.0
55,4239,Blow (2001),1.0
55,4242,Beautiful Creatures (2000),1.0
56,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",1.0
56,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),1.0
56,4958,Behind Enemy Lines (2001),1.0
56,4956,"Stunt Man, The (1980)",1.0
56,4979,"Royal Tenenbaums, The (2001)",1.0
56,4975,Vanilla Sky (2001),1.0
56,7260,Latter Days (2003),1.0
56,4994,"Majestic, The (2001)",1.0
56,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1.0
56,7222,Reefer Madness (a.k.a. Tell Your Children) (1938),1.0
57,2436,Tea with Mussolini (1999),1.0
57,7238,Ashes and Diamonds (Popiól i diament) (1958),1.0
57,2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",1.0
57,2394,"Prince of Egypt, The (1998)",1.0
57,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",1.0
57,2686,"Red Violin, The (Violon rouge, Le) (1998)",1.0
57,2730,Barry Lyndon (1975),1.0
57,2749,"Morning After, The (1986)",1.0
57,2358,Savior (1998),1.0
57,2810,Perfect Blue (1997),1.0
287,180031,The Shape of Water (2017),1.0
287,179511,Emerald Green (2016),1.0
287,51925,Premonition (2007),1.0
287,52712,"Invisible, The (2007)",1.0
287,54190,Across the Universe (2007),1.0
287,54001,Harry Potter and the Order of the Phoenix (2007),1.0
287,2068,Fanny and Alexander (Fanny och Alexander) (1982),1.0
287,174141,Belladonna of Sadness (1973),1.0
287,1464,Lost Highway (1997),1.0
287,2147,"Clan of the Cave Bear, The (1986)",1.0
288,50851,Cocaine Cowboys (2006),1.0
288,79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),1.0
288,8998,That's Entertainment (1974),1.0
288,9018,Control Room (2004),1.0
288,78105,Prince of Persia: The Sands of Time (2010),1.0
288,8954,Lightning in a Bottle (2004),1.0
288,5785,Jackass: The Movie (2002),1.0
288,56012,"Evening with Kevin Smith 2: Evening Harder, An (2006)",1.0
288,55995,Beowulf (2007),1.0
288,45442,Poseidon (2006),1.0
289,1,Toy Story (1995),1.0
289,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),1.0
289,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),1.0
289,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),1.0
289,19,Ace Ventura: When Nature Calls (1995),1.0
289,20,Money Train (1995),1.0
289,21,Get Shorty (1995),1.0
289,23,Assassins (1995),1.0
289,24,Powder (1995),1.0
289,26,Othello (1995),1.0
290,2,Jumanji (1995),1.0
290,21,Get Shorty (1995),1.0
290,22,Copycat (1995),1.0
290,23,Assassins (1995),1.0
290,28,Persuasion (1995),1.0
290,7225,Pumping Iron (1977),1.0
290,7235,Ichi the Killer (Koroshiya 1) (2001),1.0
290,7256,Touching the Void (2003),1.0
290,7257,"Big Bounce, The (2004)",1.0
290,44,Mortal Kombat (1995),1.0
291,130576,Midnight Special (2015),1.0
291,130520,Home (2015),1.0
291,130518,The Amazing Screw-On Head (2006),1.0
291,130490,Insurgent (2015),1.0
291,130450,Pan (2015),1.0
291,130444,Ruby Red (2013),1.0
291,129779,Ghost in the Shell Arise - Border 1: Ghost Pain (2013),1.0
291,135133,The Hunger Games: Mockingjay - Part 2 (2015),1.0
291,134849,Duck Amuck (1953),1.0
291,129397,Marvel One-Shot: Item 47 (2012),1.0
292,22,Copycat (1995),1.0
292,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1.0
292,6232,Born Free (1966),1.0
292,6214,Irreversible (Irréversible) (2002),1.0
292,455,Free Willy (1993),1.0
292,7305,Black Widow (1987),1.0
292,7306,"Herod's Law (Ley de Herodes, La) (2000)",1.0
292,628,Primal Fear (1996),1.0
292,674,Barbarella (1968),1.0
292,673,Space Jam (1996),1.0
293,4,Waiting to Exhale (1995),0.9231
293,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),0.9231
293,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),0.9231
293,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),0.9231
